geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08069001603,"Census Tract 16.03, Larimer, CO",5123,437,2699,318,2424,282,4300,452,2330,327,1970,228,637,287,234,127,403,204,24,29,24,29,0,17,162,98,111,81,51,43,0,17,0,17,0,17
14000US08069001605,"Census Tract 16.05, Larimer, CO",6557,872,3563,530,2994,469,4067,559,2103,311,1964,317,1443,583,874,356,569,279,615,219,370,150,245,138,418,176,202,79,216,117,14,29,14,29,0,17
14000US08069001606,"Census Tract 16.06, Larimer, CO",3654,375,1806,211,1848,261,2553,410,1308,218,1245,242,732,275,325,147,407,181,14,21,0,12,14,21,316,264,154,105,162,169,39,58,19,28,20,31
14000US08069001607,"Census Tract 16.07, Larimer, CO",3924,445,1806,167,2118,391,3361,377,1601,170,1760,281,394,269,94,53,300,256,75,53,65,46,10,16,94,77,46,48,48,40,0,12,0,12,0,12
14000US08069001608,"Census Tract 16.08, Larimer, CO",6496,637,3160,323,3336,441,5741,632,2790,316,2951,433,450,205,226,118,224,110,103,97,41,40,62,59,146,110,82,65,64,51,56,64,21,34,35,35
14000US08069001706,"Census Tract 17.06, Larimer, CO",6668,596,3302,349,3366,388,6096,718,3029,423,3067,419,285,164,125,94,160,111,208,257,103,133,105,126,45,56,28,50,17,28,34,57,17,28,17,29
14000US08069001707,"Census Tract 17.07, Larimer, CO",5335,580,2549,330,2786,404,4201,557,2115,325,2086,330,349,278,80,64,269,241,459,379,272,237,187,152,326,245,82,79,244,192,0,17,0,17,0,17
14000US08069001708,"Census Tract 17.08, Larimer, CO",4876,546,2497,498,2379,250,3782,505,1775,303,2007,301,818,498,572,466,246,149,122,71,52,43,70,49,137,90,98,70,39,39,17,27,0,12,17,27
14000US08069001804,"Census Tract 18.04, Larimer, CO",4441,925,2127,491,2314,505,3824,948,1844,477,1980,496,478,236,192,100,286,247,31,33,16,17,15,17,108,100,75,68,33,41,0,12,0,12,0,12
14000US08069001807,"Census Tract 18.07, Larimer, CO",6509,711,2992,332,3517,545,5234,787,2415,348,2819,528,1092,602,511,326,581,336,62,70,0,17,62,70,121,111,66,76,55,47,0,17,0,17,0,17
14000US08069001808,"Census Tract 18.08, Larimer, CO",5056,650,2372,334,2684,392,4606,599,2172,323,2434,348,144,76,59,45,85,41,156,122,69,56,87,75,150,93,72,55,78,61,0,17,0,17,0,17
14000US08069001901,"Census Tract 19.01, Larimer, CO",4459,688,2426,478,2033,310,3791,672,2098,472,1693,289,352,148,193,84,159,93,237,175,87,77,150,112,79,48,48,28,31,26,0,12,0,12,0,12
14000US08069001902,"Census Tract 19.02, Larimer, CO",4646,526,2348,312,2298,306,4168,519,2049,313,2119,305,332,147,222,99,110,64,83,62,27,26,56,54,63,59,50,44,13,17,0,12,0,12,0,12
14000US08069002005,"Census Tract 20.05, Larimer, CO",5748,619,2945,463,2803,399,4522,562,2358,456,2164,285,935,417,509,237,426,232,213,191,28,26,185,188,65,46,37,27,28,21,13,19,13,19,0,17
14000US08069002007,"Census Tract 20.07, Larimer, CO",4640,761,2400,431,2240,422,3442,585,1814,348,1628,347,859,515,430,253,429,281,150,99,36,50,114,82,185,88,120,66,65,46,4,7,0,12,4,7
14000US08069002008,"Census Tract 20.08, Larimer, CO",4141,452,2030,269,2111,265,3586,485,1764,267,1822,276,238,141,98,65,140,111,169,95,58,49,111,71,120,82,99,78,21,23,28,23,11,18,17,20
14000US08069002010,"Census Tract 20.10, Larimer, CO",2597,266,1312,161,1285,155,2272,251,1116,134,1156,154,116,75,68,47,48,39,65,57,40,32,25,27,116,116,78,79,38,39,28,48,10,17,18,31
14000US08069002011,"Census Tract 20.11, Larimer, CO",5592,1148,2779,684,2813,536,5159,1123,2604,654,2555,544,349,224,140,96,209,134,35,57,35,57,0,17,49,57,0,17,49,57,0,17,0,17,0,17
14000US08069002300,"Census Tract 23, Larimer, CO",3603,477,1836,256,1767,277,3163,465,1577,255,1586,257,255,126,159,84,96,57,63,86,42,64,21,26,122,90,58,47,64,48,0,12,0,12,0,12
14000US08069002401,"Census Tract 24.01, Larimer, CO",1557,354,867,233,690,152,1413,347,791,226,622,149,23,35,0,12,23,35,26,38,23,37,3,7,95,79,53,49,42,36,0,12,0,12,0,12
14000US08069002503,"Census Tract 25.03, Larimer, CO",2320,247,1154,165,1166,175,2218,255,1131,169,1087,170,21,24,8,14,13,20,66,53,9,14,57,44,15,20,6,13,9,14,0,12,0,12,0,12
14000US08069002700,"Census Tract 27, Larimer, CO",6813,348,3423,296,3390,292,5842,484,2954,321,2888,340,276,285,95,84,181,209,371,240,214,150,157,111,324,268,160,157,164,118,0,17,0,17,0,17
14000US08069002801,"Census Tract 28.01, Larimer, CO",3812,443,1583,250,2229,275,3343,422,1450,255,1893,244,146,103,57,46,89,73,201,100,44,36,157,87,121,99,32,49,89,83,1,2,0,12,1,2
14000US08069002803,"Census Tract 28.03, Larimer, CO",128,94,92,100,36,31,104,97,89,100,15,14,3,6,3,6,0,12,4,11,0,12,4,11,17,25,0,12,17,25,0,12,0,12,0,12
14000US08071000100,"Census Tract 1, Las Animas, CO",3615,338,1772,204,1843,196,3148,294,1565,194,1583,163,252,151,99,58,153,113,112,60,48,33,64,44,103,54,60,41,43,31,0,12,0,12,0,12
14000US08071000200,"Census Tract 2, Las Animas, CO",1996,206,1074,141,922,115,1454,212,796,139,658,113,98,81,54,57,44,33,301,135,148,79,153,70,110,66,53,40,57,41,33,21,23,15,10,14
14000US08071000300,"Census Tract 3, Las Animas, CO",2082,275,1073,170,1009,145,1674,208,865,126,809,118,206,153,75,65,131,93,14,17,9,10,5,8,188,135,124,94,64,50,0,12,0,12,0,12
14000US08071000400,"Census Tract 4, Las Animas, CO",2226,312,1128,196,1098,165,1777,271,850,153,927,157,344,189,211,126,133,79,61,54,43,53,18,22,44,47,24,29,20,24,0,12,0,12,0,12
14000US08071000500,"Census Tract 5, Las Animas, CO",1803,242,864,168,939,135,1440,245,713,162,727,122,195,104,66,52,129,79,117,79,61,65,56,37,51,51,24,24,27,28,0,12,0,12,0,12
14000US08071000800,"Census Tract 8, Las Animas, CO",2454,330,1474,307,980,137,2175,324,1333,311,842,131,134,66,65,35,69,38,101,61,58,35,43,30,44,33,18,17,26,17,0,12,0,12,0,12
14000US08073961700,"Census Tract 9617, Lincoln, CO",3582,444,2548,537,1034,137,3371,579,2421,629,950,111,33,36,18,23,15,21,134,129,91,86,43,48,44,76,18,51,26,34,0,12,0,12,0,12
14000US08073961800,"Census Tract 9618, Lincoln, CO",1982,440,909,368,1073,108,1836,404,835,343,1001,97,85,58,46,32,39,36,53,34,28,21,25,19,8,15,0,12,8,15,0,12,0,12,0,12
14000US08075965900,"Census Tract 9659, Logan, CO",1052,146,613,114,439,70,962,128,552,96,410,70,31,30,27,30,4,5,21,14,7,8,14,10,38,36,27,28,11,10,0,12,0,12,0,12
14000US08075966000,"Census Tract 9660, Logan, CO",2291,242,1237,193,1054,137,2140,239,1183,185,957,133,107,64,33,35,74,39,21,14,9,9,12,11,23,17,12,11,11,9,0,12,0,12,0,12
14000US08075966200,"Census Tract 9662, Logan, CO",4046,654,2494,408,1552,364,2938,597,1732,316,1206,353,477,313,331,251,146,97,463,188,296,148,167,83,146,98,113,86,33,35,22,17,22,17,0,12
14000US08075966300,"Census Tract 9663, Logan, CO",5301,590,2636,431,2665,297,4499,729,2307,478,2192,358,358,163,100,52,258,127,418,272,229,151,189,149,26,29,0,17,26,29,0,17,0,17,0,17
14000US08075966400,"Census Tract 9664, Logan, CO",2160,291,1310,227,850,127,1908,295,1147,235,761,123,96,49,49,22,47,33,130,79,92,62,38,40,22,24,19,23,3,4,4,5,3,4,1,2
14000US08077000200,"Census Tract 2, Mesa, CO",2042,441,987,234,1055,264,1675,448,839,226,836,254,210,85,71,44,139,75,99,74,54,63,45,37,52,64,23,25,29,42,6,11,0,12,6,11
14000US08077000300,"Census Tract 3, Mesa, CO",1498,207,682,160,816,140,1063,181,543,139,520,108,295,140,88,54,207,114,34,33,19,21,15,17,96,71,28,31,68,64,10,14,4,7,6,8
14000US08077000400,"Census Tract 4, Mesa, CO",3653,624,1890,367,1763,394,3051,613,1537,344,1514,389,412,193,221,99,191,130,37,33,25,28,12,19,153,159,107,109,46,57,0,12,0,12,0,12
14000US08077000500,"Census Tract 5, Mesa, CO",3078,360,1459,243,1619,215,1064,252,605,182,459,107,955,209,455,138,500,139,624,146,190,68,434,102,404,122,178,69,226,78,31,30,31,30,0,12
14000US08077000601,"Census Tract 6.01, Mesa, CO",4793,905,2651,618,2142,459,3713,770,1963,500,1750,386,559,549,242,233,317,323,350,274,320,255,30,38,157,158,112,120,45,51,14,26,14,26,0,12
14000US08077000602,"Census Tract 6.02, Mesa, CO",4051,458,1907,286,2144,343,3038,420,1410,293,1628,304,546,227,316,135,230,125,248,201,120,88,128,120,207,174,61,80,146,115,12,20,0,12,12,20
14000US08077000700,"Census Tract 7, Mesa, CO",4262,483,2409,364,1853,280,3035,437,1812,312,1223,195,823,333,333,170,490,223,247,160,165,127,82,56,157,155,99,96,58,70,0,12,0,12,0,12
14000US08077000900,"Census Tract 9, Mesa, CO",3650,509,1882,383,1768,336,2446,456,1192,251,1254,301,744,324,329,147,415,195,162,92,119,71,43,32,298,280,242,274,56,50,0,12,0,12,0,12
14000US08077001001,"Census Tract 10.01, Mesa, CO",4970,742,2229,383,2741,510,4031,594,1858,328,2173,418,722,325,326,190,396,167,82,84,2,6,80,84,120,82,28,36,92,69,15,24,15,24,0,12
14000US08077001002,"Census Tract 10.02, Mesa, CO",6779,721,3081,460,3698,514,5193,774,2504,421,2689,463,1026,414,241,145,785,363,221,191,159,170,62,52,309,230,160,98,149,162,30,48,17,26,13,22
14000US08077001102,"Census Tract 11.02, Mesa, CO",4711,472,2259,258,2452,328,4049,525,1937,316,2112,310,387,261,167,124,220,148,44,53,20,25,24,32,231,156,135,92,96,84,0,12,0,12,0,12
14000US08077001200,"Census Tract 12, Mesa, CO",2265,333,1171,215,1094,166,1889,269,995,192,894,113,235,139,99,51,136,102,2,5,0,12,2,5,135,178,73,109,62,73,4,6,4,6,0,12
14000US08077001302,"Census Tract 13.02, Mesa, CO",5301,829,2490,428,2811,449,4707,915,2211,466,2496,492,395,361,171,176,224,189,199,186,108,98,91,93,0,17,0,17,0,17,0,17,0,17,0,17
14000US08077001402,"Census Tract 14.02, Mesa, CO",5533,545,2804,369,2729,323,5000,559,2449,330,2551,344,184,115,141,91,43,41,188,158,129,104,59,67,161,161,85,97,76,70,0,17,0,17,0,17
14000US08077001403,"Census Tract 14.03, Mesa, CO",3674,575,1924,373,1750,274,3291,584,1693,372,1598,279,292,180,158,102,134,89,71,70,61,64,10,16,4,8,4,8,0,12,16,18,8,13,8,12
14000US08077001404,"Census Tract 14.04, Mesa, CO",4857,460,2194,287,2663,306,4022,469,1803,254,2219,334,585,343,284,180,301,174,40,49,15,25,25,28,210,188,92,103,118,100,0,12,0,12,0,12
14000US08077001502,"Census Tract 15.02, Mesa, CO",7770,1054,4286,545,3484,696,6373,874,3444,431,2929,657,1160,534,660,298,500,297,35,40,35,40,0,17,202,222,147,166,55,61,0,17,0,17,0,17
14000US08077001600,"Census Tract 16, Mesa, CO",3848,500,1848,307,2000,253,3209,512,1562,314,1647,260,220,126,137,71,83,65,297,248,103,97,194,158,119,120,46,60,73,68,3,7,0,12,3,7
14000US08077001702,"Census Tract 17.02, Mesa, CO",4804,602,2367,267,2437,424,4201,593,2064,270,2137,408,222,112,90,50,132,76,69,56,37,32,32,30,312,128,176,99,136,79,0,12,0,12,0,12
14000US08077001703,"Census Tract 17.03, Mesa, CO",4606,507,2280,299,2326,301,3925,462,1977,274,1948,269,377,242,217,145,160,113,186,184,20,22,166,175,118,97,66,51,52,52,0,12,0,12,0,12
14000US08077001705,"Census Tract 17.05, Mesa, CO",6258,1006,3440,650,2818,532,5397,1027,2808,631,2589,542,719,391,521,308,198,123,128,130,97,94,31,49,14,23,14,23,0,17,0,17,0,17,0,17
14000US08077001706,"Census Tract 17.06, Mesa, CO",5827,1022,2544,589,3283,540,4682,1133,2104,607,2578,600,436,279,182,201,254,170,420,298,191,152,229,172,289,282,67,77,222,273,0,17,0,17,0,17
14000US08077001707,"Census Tract 17.07, Mesa, CO",5979,1014,2802,626,3177,594,4650,760,2183,489,2467,396,1054,657,545,389,509,412,158,194,34,42,124,176,74,73,40,47,34,33,43,67,0,17,43,67
14000US08077001800,"Census Tract 18, Mesa, CO",3107,424,1610,269,1497,214,2540,360,1292,202,1248,202,195,106,84,47,111,70,208,117,107,71,101,58,163,113,126,115,37,25,1,2,1,2,0,12
14000US08077001900,"Census Tract 19, Mesa, CO",5158,717,2571,360,2587,439,4890,725,2412,364,2478,441,189,129,122,92,67,51,35,46,20,23,15,23,44,47,17,22,27,31,0,17,0,17,0,17
14000US08079973600,"Census Tract 9736, Mineral, CO",841,148,386,77,455,93,675,138,322,74,353,82,9,11,1,2,8,11,31,27,18,18,13,16,122,96,41,28,81,73,4,6,4,6,0,12
14000US08081000300,"Census Tract 3, Moffat, CO",2996,325,1539,225,1457,186,2338,284,1202,167,1136,187,315,211,76,70,239,154,176,129,127,119,49,50,158,201,125,160,33,49,9,14,9,14,0,12
14000US08081000400,"Census Tract 4, Moffat, CO",4614,488,2277,329,2337,262,3791,491,1797,295,1994,276,484,301,300,213,184,108,129,77,52,48,77,47,73,56,41,38,32,30,137,69,87,50,50,24
14000US08081000500,"Census Tract 5, Moffat, CO",4267,405,2220,260,2047,258,3236,435,1651,239,1585,276,556,371,281,189,275,230,172,86,129,83,43,33,303,205,159,106,144,109,0,12,0,12,0,12
14000US08081000600,"Census Tract 6, Moffat, CO",1145,224,657,145,488,126,875,190,490,117,385,97,171,135,86,97,85,70,32,30,27,27,5,8,67,55,54,44,13,20,0,12,0,12,0,12
14000US08083941100,"Census Tract 9411, Montezuma, CO",2009,458,920,293,1089,263,1962,459,908,293,1054,261,15,16,0,12,15,16,8,16,8,16,0,12,24,26,4,6,20,23,0,12,0,12,0,12
14000US08083969000,"Census Tract 9690, Montezuma, CO",3364,437,1795,257,1569,263,3059,388,1681,243,1378,227,195,181,48,45,147,141,41,38,33,30,8,14,69,44,33,30,36,32,0,12,0,12,0,12
14000US08083969100,"Census Tract 9691, Montezuma, CO",3327,392,1762,252,1565,241,2830,381,1449,220,1381,241,189,131,124,121,65,46,215,153,123,94,92,64,90,76,66,60,24,26,3,4,0,12,3,4
14000US08083969200,"Census Tract 9692, Montezuma, CO",2709,328,1474,219,1235,172,2396,279,1319,200,1077,140,313,231,155,122,158,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08083969400,"Census Tract 9694, Montezuma, CO",3695,323,1778,229,1917,256,3208,377,1419,212,1789,274,403,219,292,166,111,88,7,11,7,11,0,12,77,66,60,52,17,19,0,12,0,12,0,12
14000US08083969600,"Census Tract 9696, Montezuma, CO",4438,631,2208,377,2230,348,4204,636,2079,381,2125,334,147,129,76,50,71,87,6,5,4,5,2,5,49,50,34,32,15,26,32,48,15,23,17,26
14000US08085966100,"Census Tract 9661, Montrose, CO",2329,295,1249,163,1080,169,2185,288,1154,159,1031,163,56,45,36,32,20,30,64,64,45,44,19,21,24,28,14,16,10,16,0,12,0,12,0,12
14000US08085966201,"Census Tract 9662.01, Montrose, CO",2485,372,1243,207,1242,229,2257,361,1090,217,1167,240,93,82,56,56,37,37,111,90,81,77,30,47,24,29,16,19,8,12,0,12,0,12,0,12
14000US08085966202,"Census Tract 9662.02, Montrose, CO",4423,649,2404,370,2019,342,3836,685,2091,403,1745,331,143,179,79,104,64,78,86,71,40,41,46,43,358,340,194,163,164,183,0,12,0,12,0,12
14000US08085966501,"Census Tract 9665.01, Montrose, CO",3053,400,1431,257,1622,260,2889,406,1325,249,1564,267,75,79,52,62,23,22,72,86,46,59,26,28,17,29,8,14,9,16,0,12,0,12,0,12
14000US08085966502,"Census Tract 9665.02, Montrose, CO",3979,509,2099,364,1880,210,3217,647,1720,408,1497,289,530,306,251,134,279,185,190,102,106,64,84,57,42,36,22,18,20,18,0,12,0,12,0,12
14000US08085966503,"Census Tract 9665.03, Montrose, CO",3566,549,1632,340,1934,321,3455,544,1602,341,1853,313,8,13,0,12,8,13,49,60,0,12,49,60,54,56,30,38,24,22,0,12,0,12,0,12
14000US08085966601,"Census Tract 9666.01, Montrose, CO",5471,600,2847,432,2624,282,4793,572,2614,419,2179,249,318,139,69,71,249,85,243,203,120,106,123,117,109,101,44,50,65,57,8,13,0,17,8,13
14000US08085966602,"Census Tract 9666.02, Montrose, CO",4354,420,2145,244,2209,265,4092,451,1999,252,2093,271,73,83,39,44,34,39,30,31,18,21,12,16,159,112,89,62,70,74,0,12,0,12,0,12
14000US08087000100,"Census Tract 1, Morgan, CO",2824,275,1614,181,1210,150,2582,271,1493,173,1089,152,101,53,47,25,54,34,63,37,45,29,18,14,72,51,29,22,43,32,6,11,0,12,6,11
14000US08087000200,"Census Tract 2, Morgan, CO",2865,355,1395,199,1470,199,2538,342,1243,201,1295,186,33,31,10,14,23,23,248,103,106,47,142,65,46,39,36,31,10,11,0,12,0,12,0,12
14000US08087000300,"Census Tract 3, Morgan, CO",1939,323,983,173,956,187,1694,316,861,162,833,189,96,57,47,29,49,30,60,44,33,26,27,26,88,88,42,41,46,50,1,3,0,12,1,3
14000US08087000400,"Census Tract 4, Morgan, CO",3872,564,2110,388,1762,265,3104,570,1679,377,1425,267,381,144,166,78,215,101,290,167,194,125,96,73,97,114,71,90,26,30,0,12,0,12,0,12
14000US08087000500,"Census Tract 5, Morgan, CO",2759,485,1500,338,1259,260,2181,527,1145,336,1036,266,251,130,138,70,113,84,206,153,116,88,90,71,121,133,101,116,20,23,0,12,0,12,0,12
14000US08087000600,"Census Tract 6, Morgan, CO",6518,775,3077,433,3441,421,4977,820,2332,437,2645,443,844,399,406,197,438,227,311,157,148,113,163,100,322,314,148,152,174,167,64,105,43,72,21,35
14000US08087000700,"Census Tract 7, Morgan, CO",5799,306,2792,297,3007,231,5257,403,2493,325,2764,255,183,206,93,132,90,83,320,168,185,150,135,87,39,36,21,22,18,29,0,17,0,17,0,17
14000US08087000800,"Census Tract 8, Morgan, CO",1593,219,871,139,722,109,1522,213,826,133,696,108,21,22,13,15,8,9,34,29,29,24,5,9,3,3,3,3,0,12,13,15,0,12,13,15
14000US08089968000,"Census Tract 9680, Otero, CO",1510,216,685,108,825,141,1210,186,536,96,674,121,148,76,67,30,81,60,91,48,41,28,50,37,61,40,41,37,20,19,0,12,0,12,0,12
14000US08089968100,"Census Tract 9681, Otero, CO",2420,346,1306,271,1114,159,2053,336,1099,257,954,153,210,174,99,87,111,108,12,18,12,18,0,12,145,144,96,99,49,67,0,12,0,12,0,12
14000US08089968200,"Census Tract 9682, Otero, CO",2686,356,1413,246,1273,173,2358,377,1282,269,1076,163,182,116,70,59,112,71,35,40,13,20,22,33,103,156,48,73,55,83,8,13,0,12,8,13
14000US08089968300,"Census Tract 9683, Otero, CO",4070,394,1824,250,2246,253,3425,395,1463,232,1962,252,297,169,153,102,144,96,192,91,97,44,95,57,140,109,111,97,29,22,16,28,0,12,16,28
14000US08089968400,"Census Tract 9684, Otero, CO",1235,231,567,112,668,169,1161,227,528,109,633,167,52,46,25,19,27,28,17,14,12,10,5,5,0,12,0,12,0,12,5,6,2,4,3,4
14000US08089968500,"Census Tract 9685, Otero, CO",1665,184,834,120,831,103,1548,179,748,111,800,104,50,33,37,25,13,15,50,46,40,38,10,12,17,19,9,14,8,10,0,12,0,12,0,12
14000US08089968600,"Census Tract 9686, Otero, CO",4453,318,2244,234,2209,262,3696,432,1774,239,1922,318,450,236,313,154,137,108,269,205,128,86,141,127,29,30,29,30,0,12,9,11,0,12,9,11
14000US08093000200,"Census Tract 2, Park, CO",4155,514,2161,283,1994,303,3742,516,2050,297,1692,291,88,87,16,20,72,72,209,128,85,69,124,88,116,73,10,14,106,66,0,12,0,12,0,12
14000US08093000300,"Census Tract 3, Park, CO",2910,465,1779,302,1131,233,2437,462,1475,287,962,238,41,34,32,28,9,10,361,147,221,110,140,99,71,83,51,56,20,34,0,12,0,12,0,12
14000US08093000400,"Census Tract 4, Park, CO",1073,247,544,155,529,149,987,240,494,150,493,149,0,12,0,12,0,12,75,60,39,18,36,60,11,18,11,18,0,12,0,12,0,12,0,12
14000US08093000500,"Census Tract 5, Park, CO",3122,547,1544,287,1578,342,2790,498,1476,285,1314,269,0,12,0,12,0,12,125,80,25,22,100,74,63,57,43,46,20,20,144,155,0,12,144,155
14000US08095967600,"Census Tract 9676, Phillips, CO",3112,165,1741,144,1371,162,2769,194,1555,139,1214,153,216,132,112,78,104,110,63,47,34,36,29,26,46,35,31,23,15,16,18,29,9,15,9,16
14000US08095967700,"Census Tract 9677, Phillips, CO",1210,165,600,90,610,120,1100,155,546,85,554,118,65,48,26,28,39,23,31,18,17,12,14,10,14,14,11,13,3,4,0,12,0,12,0,12
14000US08097000402,"Census Tract 4.02, Pitkin, CO",2030,357,962,210,1068,239,1419,286,680,152,739,207,323,164,139,102,184,101,75,66,9,15,66,59,153,106,108,98,45,51,60,78,26,35,34,46
14000US08097000500,"Census Tract 5, Pitkin, CO",3113,580,1656,374,1457,344,2638,569,1482,364,1156,319,165,133,84,63,81,82,90,119,23,36,67,116,165,152,62,81,103,99,55,87,5,9,50,79
14000US08099000100,"Census Tract 1, Prowers, CO",1383,184,682,91,701,129,1079,156,524,83,555,100,94,93,41,38,53,63,121,75,73,46,48,34,79,85,44,45,35,42,10,14,0,12,10,14
14000US08099000200,"Census Tract 2, Prowers, CO",2377,282,1338,184,1039,160,2132,298,1159,192,973,168,158,103,115,86,43,40,60,52,54,48,6,8,27,26,10,10,17,21,0,12,0,12,0,12
14000US08099000300,"Census Tract 3, Prowers, CO",4656,330,2283,208,2373,241,4167,400,2104,247,2063,239,190,181,47,36,143,154,142,102,59,48,83,73,157,122,73,71,84,61,0,12,0,12,0,12
14000US08099000600,"Census Tract 6, Prowers, CO",1290,163,662,95,628,97,1163,161,596,100,567,94,72,52,34,32,38,25,16,18,11,16,5,9,39,49,21,34,18,17,0,12,0,12,0,12
14000US08099000700,"Census Tract 7, Prowers, CO",2146,221,1078,157,1068,146,1883,225,976,167,907,127,152,101,58,49,94,69,84,69,30,39,54,55,27,29,14,18,13,16,0,12,0,12,0,12
14000US08101000100,"Census Tract 1, Pueblo, CO",2631,431,1460,297,1171,198,2380,423,1264,289,1116,196,67,84,54,76,13,17,63,51,38,39,25,27,121,97,104,85,17,25,0,12,0,12,0,12
14000US08101000200,"Census Tract 2, Pueblo, CO",1987,385,933,213,1054,207,1662,358,753,199,909,190,199,139,105,70,94,77,108,84,57,49,51,40,18,25,18,25,0,12,0,12,0,12,0,12
14000US08101000300,"Census Tract 3, Pueblo, CO",2083,463,1613,344,470,201,1756,295,1373,248,383,156,97,49,76,44,21,26,228,218,162,157,66,73,2,6,2,6,0,12,0,12,0,12,0,12
14000US08101000400,"Census Tract 4, Pueblo, CO",2499,361,1145,220,1354,291,1908,328,848,192,1060,249,267,157,125,101,142,100,251,158,130,135,121,68,59,59,34,32,25,29,14,24,8,14,6,10
14000US08101000500,"Census Tract 5, Pueblo, CO",2123,400,1022,237,1101,262,1484,283,731,190,753,186,360,329,171,158,189,182,149,104,76,67,73,63,98,88,23,24,75,67,32,57,21,34,11,25
14000US08101000600,"Census Tract 6, Pueblo, CO",2033,469,1056,350,977,165,1639,446,864,341,775,144,279,142,133,74,146,80,88,76,47,52,41,35,27,21,12,11,15,15,0,12,0,12,0,12
14000US08101000800,"Census Tract 8, Pueblo, CO",3270,658,1780,350,1490,359,2719,638,1436,335,1283,346,452,242,297,176,155,88,34,27,18,22,16,18,65,68,29,36,36,34,0,12,0,12,0,12
14000US08101000902,"Census Tract 9.02, Pueblo, CO",5976,771,3512,537,2464,334,4872,721,2722,438,2150,346,923,402,673,331,250,141,57,68,38,41,19,30,124,101,79,71,45,48,0,17,0,17,0,17
14000US08101000903,"Census Tract 9.03, Pueblo, CO",435,192,207,103,228,124,113,77,77,76,36,30,46,42,12,12,34,33,127,105,47,56,80,118,149,109,71,47,78,74,0,12,0,12,0,12
14000US08101000904,"Census Tract 9.04, Pueblo, CO",4154,595,1827,356,2327,336,3383,557,1450,345,1933,302,460,205,285,146,175,93,188,278,28,41,160,239,123,104,64,62,59,66,0,12,0,12,0,12
14000US08101000905,"Census Tract 9.05, Pueblo, CO",2043,326,1133,208,910,195,1489,304,894,205,595,152,372,188,191,106,181,112,90,59,40,27,50,43,8,14,8,14,0,12,84,121,0,12,84,121
14000US08101001000,"Census Tract 10, Pueblo, CO",4703,755,2464,554,2239,338,3947,757,2071,533,1876,325,456,226,160,112,296,146,64,57,26,28,38,42,216,136,187,126,29,26,20,29,20,29,0,12
14000US08101001100,"Census Tract 11, Pueblo, CO",2303,430,1194,254,1109,251,1956,432,1081,265,875,241,190,159,87,60,103,112,59,82,1,3,58,81,98,87,25,28,73,69,0,12,0,12,0,12
14000US08101001200,"Census Tract 12, Pueblo, CO",2130,288,809,153,1321,229,1973,299,756,147,1217,231,129,99,49,60,80,62,0,12,0,12,0,12,28,37,4,6,24,37,0,12,0,12,0,12
14000US08101001400,"Census Tract 14, Pueblo, CO",1509,251,661,156,848,198,1046,226,442,131,604,181,278,136,116,71,162,82,40,37,16,19,24,30,145,91,87,63,58,44,0,12,0,12,0,12
14000US08101001500,"Census Tract 15, Pueblo, CO",2542,455,1188,250,1354,295,2136,452,989,248,1147,285,258,114,136,60,122,76,43,45,21,26,22,22,105,69,42,44,63,46,0,12,0,12,0,12
14000US08101001600,"Census Tract 16, Pueblo, CO",1701,216,727,118,974,164,1478,215,613,111,865,166,175,140,76,54,99,92,8,10,8,10,0,12,40,32,30,27,10,10,0,12,0,12,0,12
14000US08101001700,"Census Tract 17, Pueblo, CO",4689,598,2162,354,2527,359,4217,627,1990,368,2227,356,348,206,128,93,220,148,67,64,26,31,41,38,18,27,18,27,0,12,39,49,0,12,39,49
14000US08101001800,"Census Tract 18, Pueblo, CO",2377,420,1147,297,1230,190,2088,436,1046,306,1042,162,204,135,71,54,133,120,45,34,21,28,24,16,40,39,9,12,31,29,0,12,0,12,0,12
14000US08101001900,"Census Tract 19, Pueblo, CO",1631,430,737,200,894,271,1199,417,531,175,668,270,279,157,148,96,131,79,37,34,10,12,27,24,116,83,48,40,68,56,0,12,0,12,0,12
14000US08101002000,"Census Tract 20, Pueblo, CO",3477,485,1804,362,1673,352,3125,520,1587,381,1538,355,190,137,118,94,72,58,162,152,99,91,63,65,0,12,0,12,0,12,0,12,0,12,0,12
14000US08101002100,"Census Tract 21, Pueblo, CO",1483,297,838,251,645,113,1089,172,588,130,501,106,343,254,229,194,114,71,25,43,16,28,9,15,26,47,5,10,21,38,0,12,0,12,0,12
14000US08101002200,"Census Tract 22, Pueblo, CO",1467,243,666,140,801,150,1074,258,511,140,563,150,229,91,122,54,107,63,84,83,11,16,73,72,80,55,22,18,58,42,0,12,0,12,0,12
14000US08101002300,"Census Tract 23, Pueblo, CO",3974,740,2064,495,1910,384,3012,742,1520,468,1492,376,792,362,434,203,358,196,134,116,85,91,49,57,36,29,25,24,11,15,0,12,0,12,0,12
