geoid,name,B03002001,"B03002001, Error",B03002002,"B03002002, Error",B03002003,"B03002003, Error",B03002004,"B03002004, Error",B03002005,"B03002005, Error",B03002006,"B03002006, Error",B03002007,"B03002007, Error",B03002008,"B03002008, Error",B03002009,"B03002009, Error",B03002010,"B03002010, Error",B03002011,"B03002011, Error",B03002012,"B03002012, Error",B03002013,"B03002013, Error",B03002014,"B03002014, Error",B03002015,"B03002015, Error",B03002016,"B03002016, Error",B03002017,"B03002017, Error",B03002018,"B03002018, Error",B03002019,"B03002019, Error",B03002020,"B03002020, Error",B03002021,"B03002021, Error"
14000US08069001605,"Census Tract 16.05, Larimer, CO",6598,869,5318,621,4796,599,88,78,25,32,165,91,4,7,14,29,226,122,29,46,197,118,1280,583,553,211,8,17,18,26,36,55,0,17,66,43,599,530,514,515,85,95
14000US08069001606,"Census Tract 16.06, Larimer, CO",3673,374,3278,286,2979,331,98,131,10,14,168,127,0,12,0,12,23,33,10,27,13,16,395,232,232,143,0,12,4,9,0,12,0,12,38,45,121,186,121,186,0,12
14000US08069001607,"Census Tract 16.07, Larimer, CO",3955,443,3380,386,3087,395,33,30,5,8,156,98,0,12,0,12,99,77,0,12,99,77,575,322,316,160,0,12,0,12,0,12,0,12,28,35,231,265,222,265,9,13
14000US08069001608,"Census Tract 16.08, Larimer, CO",6519,642,5923,538,5203,531,25,30,1,2,511,158,0,17,0,17,183,91,0,17,183,91,596,386,309,244,0,17,0,17,0,17,0,17,23,38,264,298,264,298,0,17
14000US08069001706,"Census Tract 17.06, Larimer, CO",6747,605,5734,556,5404,573,1,2,53,76,0,17,0,17,0,17,276,213,0,17,276,213,1013,315,826,266,0,17,0,17,0,17,0,17,30,44,157,110,137,104,20,32
14000US08069001707,"Census Tract 17.07, Larimer, CO",5401,580,4871,544,4448,466,5,14,78,115,136,149,0,17,0,17,204,136,0,17,204,136,530,246,241,139,0,17,31,51,15,26,0,17,112,142,131,187,0,17,131,187
14000US08069001708,"Census Tract 17.08, Larimer, CO",4963,547,4107,576,3425,613,206,155,12,16,333,262,0,12,0,12,131,119,0,12,131,119,856,337,655,337,0,12,4,9,0,12,0,12,120,169,77,80,32,40,45,48
14000US08069001804,"Census Tract 18.04, Larimer, CO",4452,924,4299,928,4126,973,0,12,0,12,166,167,0,12,0,12,7,12,0,12,7,12,153,107,109,96,0,12,0,12,0,12,0,12,26,39,18,31,0,12,18,31
14000US08069001807,"Census Tract 18.07, Larimer, CO",6509,711,5625,733,5389,706,0,17,0,17,71,71,0,17,0,17,165,118,0,17,165,118,884,319,286,206,0,17,20,31,0,17,0,17,531,282,47,54,47,54,0,17
14000US08069001808,"Census Tract 18.08, Larimer, CO",5078,651,4883,566,4591,531,52,71,96,117,44,46,0,17,40,62,60,43,14,21,46,44,195,192,157,175,0,17,8,13,0,17,0,17,14,25,16,28,16,28,0,17
14000US08069001901,"Census Tract 19.01, Larimer, CO",4518,691,4062,647,3825,614,39,52,16,19,89,100,0,12,0,12,93,63,0,12,93,63,456,262,349,240,0,12,0,12,0,12,0,12,8,15,99,68,0,12,99,68
14000US08069001902,"Census Tract 19.02, Larimer, CO",4665,527,3807,439,3698,431,15,25,15,24,14,19,3,6,7,15,55,63,20,49,35,49,858,340,426,175,0,12,0,12,0,12,0,12,257,276,175,153,76,77,99,89
14000US08069002005,"Census Tract 20.05, Larimer, CO",5762,624,4554,568,4420,561,16,25,0,17,28,28,0,17,0,17,90,76,0,17,90,76,1208,367,697,237,0,17,0,17,0,17,0,17,84,85,427,315,376,322,51,53
14000US08069002007,"Census Tract 20.07, Larimer, CO",4649,762,4116,710,4048,720,15,21,8,15,0,12,0,12,0,12,45,54,14,22,31,50,533,338,264,283,0,12,13,22,0,12,0,12,55,76,201,167,185,164,16,24
14000US08069002008,"Census Tract 20.08, Larimer, CO",4141,452,3584,400,3350,355,18,29,18,23,0,12,0,12,0,12,198,174,26,34,172,160,557,292,252,141,0,12,0,12,0,12,0,12,17,24,288,254,224,239,64,92
14000US08069002010,"Census Tract 20.10, Larimer, CO",2618,271,2436,244,2335,241,17,20,8,15,1,2,0,12,0,12,75,74,24,40,51,59,182,102,140,89,0,12,2,4,0,12,0,12,4,6,36,50,36,50,0,12
14000US08069002011,"Census Tract 20.11, Larimer, CO",5652,1147,5469,1140,5303,1133,0,17,36,45,47,47,0,17,0,17,83,89,0,17,83,89,183,131,183,131,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US08069002300,"Census Tract 23, Larimer, CO",3633,478,3399,454,3187,439,23,28,0,12,68,63,0,12,0,12,121,108,7,11,114,108,234,124,121,80,38,57,0,12,0,12,0,12,29,46,46,57,46,57,0,12
14000US08069002401,"Census Tract 24.01, Larimer, CO",1557,354,1492,357,1476,350,0,12,0,12,0,12,0,12,0,12,16,24,0,12,16,24,65,54,42,48,0,12,11,14,0,12,0,12,6,10,6,11,0,12,6,11
14000US08069002503,"Census Tract 25.03, Larimer, CO",2334,244,2039,264,1929,269,15,25,0,12,24,27,8,14,0,12,63,55,0,12,63,55,295,182,252,176,0,12,0,12,0,12,0,12,20,31,23,39,0,12,23,39
14000US08069002700,"Census Tract 27, Larimer, CO",6896,316,6332,404,6208,406,0,17,0,17,58,70,53,67,13,22,0,17,0,17,0,17,564,240,488,242,4,9,0,17,0,17,0,17,16,28,56,99,42,74,14,26
14000US08069002801,"Census Tract 28.01, Larimer, CO",3812,443,3616,402,3484,370,0,12,74,94,0,12,0,12,0,12,58,87,0,12,58,87,196,129,179,124,0,12,0,12,0,12,0,12,0,12,17,28,17,28,0,12
14000US08069002803,"Census Tract 28.03, Larimer, CO",128,94,44,31,44,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,84,100,4,9,0,12,0,12,0,12,0,12,0,12,80,99,80,99,0,12
14000US08071000100,"Census Tract 1, Las Animas, CO",3703,330,1913,268,1671,254,0,12,136,92,0,12,0,12,0,12,106,66,30,32,76,56,1790,263,1213,273,0,12,210,174,0,12,0,12,91,57,276,89,157,58,119,64
14000US08071000200,"Census Tract 2, Las Animas, CO",2030,212,1349,188,1207,178,0,12,8,12,38,28,0,12,23,29,73,83,22,30,51,78,681,172,573,187,0,12,20,28,0,12,0,12,33,38,55,41,24,21,31,36
14000US08071000300,"Census Tract 3, Las Animas, CO",2096,276,1463,245,1354,225,50,79,36,34,0,12,0,12,0,12,23,17,0,12,23,17,633,164,363,121,0,12,59,67,0,12,0,12,72,78,139,73,54,52,85,53
14000US08071000400,"Census Tract 4, Las Animas, CO",2226,312,1045,204,941,192,0,12,0,12,52,64,0,12,8,15,44,34,0,12,44,34,1181,274,817,204,0,12,15,23,0,12,0,12,112,101,237,156,154,128,83,71
14000US08071000500,"Census Tract 5, Las Animas, CO",1803,242,987,178,924,172,0,12,0,12,0,12,0,12,0,12,63,64,0,12,63,64,816,186,668,165,5,13,19,25,0,12,0,12,70,52,54,37,53,37,1,3
14000US08071000800,"Census Tract 8, Las Animas, CO",2465,333,1680,277,1476,191,105,117,55,51,0,12,0,12,0,12,44,42,0,12,44,42,785,146,637,159,0,12,24,20,0,12,0,12,57,43,67,39,30,28,37,28
14000US08073961700,"Census Tract 9617, Lincoln, CO",3600,441,2494,207,2067,201,385,76,13,19,17,22,10,18,0,12,2,4,0,12,2,4,1106,449,1077,464,7,13,0,12,0,12,0,12,18,32,4,7,0,12,4,7
14000US08073961800,"Census Tract 9618, Lincoln, CO",2008,441,1887,423,1823,413,21,28,9,13,4,6,0,12,4,5,26,22,2,3,24,21,121,60,102,53,0,12,1,2,0,12,0,12,6,11,12,12,5,8,7,9
14000US08075965900,"Census Tract 9659, Logan, CO",1074,148,960,138,951,136,0,12,0,12,1,2,0,12,7,11,1,2,0,12,1,2,114,76,95,75,2,4,0,12,0,12,0,12,11,13,6,7,6,7,0,12
14000US08075966000,"Census Tract 9660, Logan, CO",2296,242,1989,221,1918,223,0,12,5,14,8,12,0,12,0,12,58,59,0,12,58,59,307,163,272,157,0,12,0,12,0,12,0,12,35,36,0,12,0,12,0,12
14000US08075966200,"Census Tract 9662, Logan, CO",4126,658,3280,618,3006,628,66,78,42,48,72,73,0,12,0,12,94,66,0,12,94,66,846,322,809,322,0,12,0,12,0,12,0,12,20,20,17,22,2,4,15,22
14000US08075966300,"Census Tract 9663, Logan, CO",5331,590,3921,510,3776,502,7,16,0,17,85,70,0,17,8,13,45,47,0,17,45,47,1410,428,1001,345,0,17,0,17,0,17,0,17,385,405,24,27,24,27,0,17
14000US08075966400,"Census Tract 9664, Logan, CO",2167,291,1859,222,1694,198,99,56,15,28,17,20,2,4,0,12,32,34,0,12,32,34,308,140,152,78,0,12,0,12,0,12,0,12,21,21,135,102,80,65,55,70
14000US08077000200,"Census Tract 2, Mesa, CO",2042,441,1818,441,1637,448,10,25,44,60,0,12,0,12,0,12,127,110,0,12,127,110,224,121,179,121,0,12,17,27,0,12,5,8,16,17,7,14,7,14,0,12
14000US08077000300,"Census Tract 3, Mesa, CO",1505,208,1157,196,1133,190,0,12,11,21,0,12,0,12,4,6,9,15,0,12,9,15,348,186,306,168,0,12,0,12,0,12,0,12,0,12,42,59,42,59,0,12
14000US08077000400,"Census Tract 4, Mesa, CO",3679,628,2388,301,2126,282,64,74,0,12,20,30,34,58,0,12,144,112,4,8,140,111,1291,606,1162,609,0,12,0,12,0,12,0,12,31,42,98,84,62,51,36,54
14000US08077000500,"Census Tract 5, Mesa, CO",3103,351,2541,320,2397,312,25,25,0,12,11,13,28,22,27,40,53,27,13,15,40,27,562,174,407,132,0,12,0,12,0,12,0,12,70,103,85,67,60,66,25,20
14000US08077000601,"Census Tract 6.01, Mesa, CO",4849,905,3723,802,3660,805,0,12,0,12,15,25,0,12,0,12,48,51,0,12,48,51,1126,583,901,577,0,12,0,12,0,12,0,12,98,84,127,127,40,51,87,119
14000US08077000602,"Census Tract 6.02, Mesa, CO",4071,461,3238,422,3034,425,48,55,27,49,0,12,0,12,0,12,129,137,13,22,116,136,833,280,651,227,0,12,8,14,0,12,0,12,113,102,61,69,0,12,61,69
14000US08077000700,"Census Tract 7, Mesa, CO",4291,480,3508,449,3254,436,88,95,49,80,53,55,0,12,0,12,64,59,0,12,64,59,783,199,624,184,6,9,0,12,0,12,40,60,37,45,76,75,60,75,16,19
14000US08077000900,"Census Tract 9, Mesa, CO",3693,523,3016,512,2794,482,116,141,0,12,45,43,0,12,0,12,61,75,0,12,61,75,677,293,453,304,0,12,5,10,43,72,0,12,138,81,38,50,1,3,37,50
14000US08077001001,"Census Tract 10.01, Mesa, CO",4977,741,4685,759,4497,740,24,38,51,71,0,12,0,12,0,12,113,108,0,12,113,108,292,186,266,183,3,8,0,12,0,12,0,12,20,32,3,8,3,8,0,12
14000US08077001002,"Census Tract 10.02, Mesa, CO",6801,717,6016,667,5817,678,0,17,0,17,142,100,0,17,40,51,17,24,0,17,17,24,785,286,367,217,0,17,0,17,0,17,0,17,375,265,43,41,31,35,12,19
14000US08077001102,"Census Tract 11.02, Mesa, CO",4722,475,4225,429,4161,434,0,12,0,12,26,45,0,12,0,12,38,43,21,25,17,33,497,201,296,144,0,12,40,68,0,12,0,12,63,99,98,121,98,121,0,12
14000US08077001200,"Census Tract 12, Mesa, CO",2269,334,1992,303,1937,294,7,12,8,13,9,14,0,12,0,12,31,29,0,12,31,29,277,194,171,148,0,12,15,21,0,12,0,12,13,17,78,122,77,122,1,3
14000US08077001302,"Census Tract 13.02, Mesa, CO",5418,908,4658,913,4458,903,33,52,0,17,85,92,0,17,0,17,82,91,9,15,73,90,760,326,604,303,3,8,0,17,0,17,0,17,133,132,20,26,6,12,14,23
14000US08077001402,"Census Tract 14.02, Mesa, CO",5546,548,5388,514,5235,524,0,17,37,56,96,102,0,17,0,17,20,30,0,17,20,30,158,144,116,134,0,17,0,17,0,17,0,17,13,24,29,58,0,17,29,58
14000US08077001403,"Census Tract 14.03, Mesa, CO",3699,577,2998,398,2952,388,0,12,0,12,31,44,0,12,0,12,15,31,0,12,15,31,701,400,200,131,0,12,0,12,0,12,0,12,77,118,424,334,423,334,1,3
14000US08077001404,"Census Tract 14.04, Mesa, CO",4857,460,4580,475,4453,463,0,12,0,12,88,91,0,12,0,12,39,56,0,12,39,56,277,166,236,157,0,12,0,12,0,12,0,12,41,47,0,12,0,12,0,12
14000US08077001502,"Census Tract 15.02, Mesa, CO",7872,1095,7042,1073,6800,1074,0,17,114,94,32,42,0,17,0,17,96,146,0,17,96,146,830,375,728,367,0,17,26,40,0,17,0,17,0,17,76,73,54,61,22,35
14000US08077001600,"Census Tract 16, Mesa, CO",3884,503,3670,525,3347,557,0,12,0,12,295,194,0,12,28,47,0,12,0,12,0,12,214,101,175,100,0,12,6,10,0,12,0,12,33,39,0,12,0,12,0,12
14000US08077001702,"Census Tract 17.02, Mesa, CO",4820,605,4476,677,4026,671,0,12,45,46,28,36,45,74,0,12,332,157,0,12,332,157,344,191,329,194,0,12,0,12,0,12,0,12,15,18,0,12,0,12,0,12
14000US08077001703,"Census Tract 17.03, Mesa, CO",4651,523,3770,487,3507,503,0,12,31,33,19,22,0,12,28,32,185,103,31,34,154,99,881,220,735,213,0,12,0,12,0,12,0,12,23,37,123,147,123,147,0,12
14000US08077001705,"Census Tract 17.05, Mesa, CO",6362,1036,5134,1002,4877,970,0,17,0,17,74,102,0,17,91,127,92,141,0,17,92,141,1228,322,1099,342,0,17,42,51,0,17,0,17,87,105,0,17,0,17,0,17
14000US08077001706,"Census Tract 17.06, Mesa, CO",5874,1032,4277,848,4074,850,20,33,0,17,120,131,0,17,0,17,63,73,0,17,63,73,1597,566,1535,570,0,17,7,27,0,17,0,17,55,95,0,17,0,17,0,17
14000US08077001707,"Census Tract 17.07, Mesa, CO",6004,1013,5187,998,5029,988,0,17,0,17,63,90,0,17,0,17,95,112,0,17,95,112,817,337,680,285,0,17,29,36,0,17,0,17,57,78,51,61,34,54,17,27
14000US08077001800,"Census Tract 18, Mesa, CO",3140,429,2906,431,2793,397,47,34,0,12,8,19,0,12,2,4,56,65,0,12,56,65,234,114,180,93,10,23,2,3,0,12,0,12,3,4,39,26,25,25,14,16
14000US08077001900,"Census Tract 19, Mesa, CO",5192,717,5051,700,4992,703,10,18,0,17,23,39,0,17,0,17,26,32,6,12,20,31,141,129,139,129,0,17,0,17,0,17,0,17,1,4,1,3,1,3,0,17
14000US08079973600,"Census Tract 9736, Mineral, CO",853,149,819,148,703,130,10,16,1,2,47,62,0,12,0,12,58,33,11,15,47,38,34,44,1,2,1,2,12,19,0,12,0,12,11,16,9,15,9,15,0,12
14000US08081000300,"Census Tract 3, Moffat, CO",3017,328,2973,334,2835,335,43,54,0,12,0,12,0,12,0,12,95,84,34,48,61,64,44,55,17,31,0,12,0,12,0,12,0,12,17,26,10,17,10,17,0,12
14000US08081000400,"Census Tract 4, Moffat, CO",4627,489,3489,350,3367,349,22,26,17,33,0,12,0,12,0,12,83,90,0,12,83,90,1138,298,901,258,29,32,0,12,0,12,0,12,28,40,180,124,180,124,0,12
14000US08081000500,"Census Tract 5, Moffat, CO",4361,404,3533,335,3227,340,14,25,71,59,18,35,0,12,31,48,172,85,0,12,172,85,828,287,532,205,0,12,7,13,0,12,0,12,41,48,248,162,185,126,63,95
14000US08081000600,"Census Tract 6, Moffat, CO",1145,224,1062,206,1047,199,0,12,0,12,0,12,0,12,0,12,15,25,0,12,15,25,83,61,83,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08083941100,"Census Tract 9411, Montezuma, CO",2026,459,2002,461,322,291,0,12,1680,373,0,12,0,12,0,12,0,12,0,12,0,12,24,27,7,12,0,12,7,15,0,12,0,12,0,12,10,18,10,18,0,12
14000US08083969000,"Census Tract 9690, Montezuma, CO",3396,446,3072,393,2730,337,155,154,112,84,0,12,0,12,8,13,67,64,12,20,55,61,324,183,269,170,0,12,0,12,0,12,0,12,55,56,0,12,0,12,0,12
14000US08083969100,"Census Tract 9691, Montezuma, CO",3363,395,3128,376,3041,365,9,22,71,82,7,24,0,12,0,12,0,12,0,12,0,12,235,145,157,128,9,21,11,16,0,12,0,12,51,42,7,9,7,9,0,12
14000US08083969200,"Census Tract 9692, Montezuma, CO",2719,333,2609,339,2539,331,0,12,42,72,0,12,20,34,0,12,8,12,0,12,8,12,110,106,92,103,0,12,0,12,0,12,0,12,0,12,18,23,18,23,0,12
14000US08083969400,"Census Tract 9694, Montezuma, CO",3726,327,3135,342,2519,326,0,12,413,188,142,75,0,12,0,12,61,81,0,12,61,81,591,208,421,203,0,12,0,12,0,12,0,12,151,118,19,95,0,12,19,95
14000US08083969600,"Census Tract 9696, Montezuma, CO",4444,629,3815,596,3232,515,2,5,342,271,0,12,0,12,0,12,239,140,68,94,171,109,629,275,449,285,0,12,15,21,0,12,0,12,165,103,0,12,0,12,0,12
14000US08085966100,"Census Tract 9661, Montrose, CO",2329,295,2289,297,2211,290,24,36,0,12,2,3,0,12,0,12,52,50,8,14,44,49,40,29,33,28,0,12,0,12,0,12,0,12,1,2,6,9,1,3,5,9
14000US08085966201,"Census Tract 9662.01, Montrose, CO",2513,382,2242,384,2221,377,0,12,2,4,0,12,1,3,0,12,18,33,0,12,18,33,271,170,227,169,14,23,0,12,0,12,0,12,30,41,0,12,0,12,0,12
14000US08085966202,"Census Tract 9662.02, Montrose, CO",4443,650,2730,471,2619,442,0,12,6,15,0,12,0,12,0,12,105,110,0,12,105,110,1713,496,1307,391,7,11,0,12,0,12,0,12,73,58,326,344,326,344,0,12
14000US08085966501,"Census Tract 9665.01, Montrose, CO",3064,398,2838,440,2721,425,0,12,0,12,15,22,0,12,0,12,102,114,79,103,23,33,226,158,142,134,0,12,12,22,45,83,0,12,0,12,27,46,27,46,0,12
14000US08085966502,"Census Tract 9665.02, Montrose, CO",4063,536,3453,483,3357,458,0,12,4,7,30,28,5,9,0,12,57,59,0,12,57,59,610,285,325,201,0,12,0,12,0,12,0,12,65,53,220,202,201,199,19,29
14000US08085966503,"Census Tract 9665.03, Montrose, CO",3566,549,2659,419,2432,431,0,12,10,20,110,89,0,12,0,12,107,94,0,12,107,94,907,386,892,390,0,12,0,12,10,16,0,12,5,22,0,12,0,12,0,12
14000US08085966601,"Census Tract 9666.01, Montrose, CO",5518,617,3465,466,3106,445,0,17,259,134,100,64,0,17,0,17,0,17,0,17,0,17,2053,532,1170,341,0,17,0,17,0,17,0,17,324,257,559,446,559,446,0,17
14000US08085966602,"Census Tract 9666.02, Montrose, CO",4443,431,4321,432,4255,444,13,23,0,12,31,38,0,12,10,15,12,18,0,12,12,18,122,74,112,71,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12
14000US08087000100,"Census Tract 1, Morgan, CO",2849,279,2269,257,1927,218,4,7,0,12,116,81,0,12,0,12,222,90,23,31,199,84,580,195,443,176,0,12,0,12,0,12,0,12,39,36,98,110,21,25,77,104
14000US08087000200,"Census Tract 2, Morgan, CO",2877,354,2311,359,2286,357,0,12,4,7,0,12,0,12,0,12,21,26,2,4,19,26,566,203,435,181,0,12,15,20,0,12,0,12,80,90,36,42,0,12,36,42
14000US08087000300,"Census Tract 3, Morgan, CO",1954,332,1158,231,1122,223,0,12,0,12,0,12,21,32,0,12,15,20,2,3,13,20,796,273,684,259,0,12,12,20,0,12,0,12,29,25,71,68,59,65,12,20
14000US08087000400,"Census Tract 4, Morgan, CO",3941,557,2141,279,1999,265,87,114,0,12,5,9,0,12,0,12,50,49,0,12,50,49,1800,540,1026,355,0,12,0,12,0,12,0,12,289,210,485,396,457,401,28,33
14000US08087000500,"Census Tract 5, Morgan, CO",2823,488,1191,253,862,142,299,236,13,15,2,5,0,12,0,12,15,18,5,8,10,15,1632,458,932,234,0,12,0,12,0,12,0,12,201,117,499,453,431,449,68,72
14000US08087000600,"Census Tract 6, Morgan, CO",6556,779,3238,489,2633,426,493,250,10,15,15,26,0,17,0,17,87,53,0,17,87,53,3318,590,2292,566,0,17,0,17,0,17,0,17,596,423,430,208,405,202,25,44
14000US08087000700,"Census Tract 7, Morgan, CO",5994,286,4612,460,4411,429,0,17,31,36,0,17,48,71,0,17,122,107,0,17,122,107,1382,409,1252,396,0,17,0,17,0,17,0,17,22,37,108,154,108,154,0,17
14000US08087000800,"Census Tract 8, Morgan, CO",1623,220,1368,188,1366,188,0,12,0,12,0,12,0,12,0,12,2,5,0,12,2,5,255,152,222,149,0,12,31,40,0,12,0,12,2,5,0,12,0,12,0,12
14000US08089968000,"Census Tract 9680, Otero, CO",1520,219,1161,173,1143,171,0,12,1,2,0,12,6,14,0,12,11,15,0,12,11,15,359,116,330,115,0,12,6,11,0,12,0,12,17,18,6,8,0,12,6,8
14000US08089968100,"Census Tract 9681, Otero, CO",2420,346,574,188,533,172,3,4,8,14,0,12,0,12,0,12,30,44,2,3,28,44,1846,323,1565,368,0,12,45,50,0,12,0,12,163,111,73,79,73,79,0,12
14000US08089968200,"Census Tract 9682, Otero, CO",2751,363,1482,233,1265,183,0,12,24,26,8,21,0,12,0,12,185,126,0,12,185,126,1269,312,1024,325,0,12,57,68,32,60,0,12,125,129,31,31,31,31,0,12
14000US08089968300,"Census Tract 9683, Otero, CO",4154,400,2562,379,2414,339,92,70,15,26,33,60,0,12,0,12,8,10,0,12,8,10,1592,339,1165,293,0,12,11,17,9,15,0,12,65,43,342,210,305,194,37,46
14000US08089968400,"Census Tract 9684, Otero, CO",1255,234,746,115,734,113,7,14,0,12,0,12,0,12,1,3,4,11,0,12,4,11,509,218,341,154,0,12,0,12,0,12,0,12,0,12,168,153,168,153,0,12
14000US08089968500,"Census Tract 9685, Otero, CO",1691,189,1326,157,1256,146,14,27,0,12,0,12,0,12,37,44,19,16,3,5,16,16,365,155,305,142,0,12,6,9,0,12,0,12,28,29,26,28,26,28,0,12
14000US08089968600,"Census Tract 9686, Otero, CO",4493,333,2723,379,2243,381,28,26,0,12,134,80,0,12,217,217,101,96,0,12,101,96,1770,298,1390,369,0,12,36,54,0,12,0,12,315,169,29,38,29,38,0,12
14000US08093000200,"Census Tract 2, Park, CO",4185,519,4009,521,3645,506,0,12,0,12,48,56,0,12,0,12,316,181,111,134,205,140,176,109,134,99,0,12,0,12,26,38,0,12,15,20,1,3,0,12,1,3
14000US08093000300,"Census Tract 3, Park, CO",2926,467,2695,437,2570,412,37,37,0,12,0,12,0,12,0,12,88,96,0,12,88,96,231,128,203,121,0,12,0,12,0,12,0,12,21,26,7,15,0,12,7,15
14000US08093000400,"Census Tract 4, Park, CO",1078,247,1056,240,1049,236,7,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,34,22,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08093000500,"Census Tract 5, Park, CO",3129,545,3016,540,2910,523,0,12,0,12,45,74,0,12,0,12,61,73,0,12,61,73,113,98,29,36,0,12,34,46,0,12,0,12,50,79,0,12,0,12,0,12
14000US08095967600,"Census Tract 9676, Phillips, CO",3133,165,1913,217,1900,218,0,12,0,12,13,19,0,12,0,12,0,12,0,12,0,12,1220,247,966,226,0,12,84,117,0,12,0,12,54,108,116,74,109,74,7,22
14000US08095967700,"Census Tract 9677, Phillips, CO",1210,165,1102,164,1092,164,0,12,0,12,5,10,0,12,0,12,5,10,0,12,5,10,108,96,95,94,0,12,0,12,0,12,0,12,13,17,0,12,0,12,0,12
14000US08097000402,"Census Tract 4.02, Pitkin, CO",2056,364,1920,370,1909,369,0,12,0,12,0,12,0,12,4,8,7,15,0,12,7,15,136,117,62,48,6,15,0,12,4,8,0,12,64,105,0,12,0,12,0,12
14000US08097000500,"Census Tract 5, Pitkin, CO",3194,601,2978,585,2706,508,0,12,0,12,30,45,0,12,16,28,226,313,19,35,207,298,216,153,9,15,0,12,0,12,0,12,0,12,163,148,44,48,23,35,21,35
14000US08099000100,"Census Tract 1, Prowers, CO",1386,185,1140,154,1097,154,0,12,0,12,29,33,0,12,11,14,3,5,0,12,3,5,246,113,147,99,0,12,2,3,0,12,0,12,28,27,69,65,14,24,55,60
14000US08099000200,"Census Tract 2, Prowers, CO",2406,282,1138,201,1044,203,32,31,10,15,20,30,0,12,0,12,32,33,0,12,32,33,1268,233,1088,210,0,12,37,50,0,12,0,12,49,38,94,134,94,134,0,12
14000US08099000300,"Census Tract 3, Prowers, CO",4725,324,3115,297,2927,280,63,64,17,30,11,17,0,12,0,12,97,67,0,12,97,67,1610,292,1379,315,0,12,135,185,0,12,0,12,72,98,24,40,0,12,24,40
14000US08099000600,"Census Tract 6, Prowers, CO",1327,170,779,146,773,145,0,12,0,12,0,12,0,12,0,12,6,9,0,12,6,9,548,145,455,130,0,12,0,12,0,12,0,12,93,68,0,12,0,12,0,12
14000US08099000700,"Census Tract 7, Prowers, CO",2191,219,1237,219,1178,203,0,12,35,34,8,15,0,12,0,12,16,20,0,12,16,20,954,186,818,174,0,12,0,12,0,12,0,12,33,24,103,83,44,50,59,56
14000US08101000100,"Census Tract 1, Pueblo, CO",2723,508,1743,436,1639,426,0,12,0,12,0,12,0,12,0,12,104,95,0,12,104,95,980,215,409,173,169,186,123,112,0,12,0,12,251,161,28,27,15,16,13,22
14000US08101000200,"Census Tract 2, Pueblo, CO",2025,390,653,146,564,122,46,46,7,10,0,12,0,12,0,12,36,39,0,12,36,39,1372,324,932,290,7,11,52,50,6,9,0,12,229,187,146,98,47,43,99,88
14000US08101000300,"Census Tract 3, Pueblo, CO",2083,463,1575,463,1193,335,314,138,47,49,15,29,0,12,0,12,6,10,0,12,6,10,508,151,471,136,0,12,0,12,0,12,0,12,0,12,37,37,26,36,11,16
14000US08101000400,"Census Tract 4, Pueblo, CO",2526,357,1345,210,1246,197,34,44,0,12,11,17,0,12,0,12,54,76,0,12,54,76,1181,324,795,315,18,31,97,71,0,12,0,12,82,68,189,140,123,127,66,60
14000US08101000500,"Census Tract 5, Pueblo, CO",2140,396,1293,278,1128,275,12,22,48,41,30,40,0,12,0,12,75,64,6,10,69,63,847,326,425,132,32,46,52,59,0,12,0,12,125,97,213,296,204,295,9,18
14000US08101000600,"Census Tract 6, Pueblo, CO",2033,469,887,161,674,136,47,49,17,22,91,60,0,12,0,12,58,39,0,12,58,39,1146,430,409,141,0,12,181,159,0,12,0,12,264,153,292,266,180,245,112,104
14000US08101000800,"Census Tract 8, Pueblo, CO",3310,647,1087,303,919,258,40,41,1,3,15,24,17,31,18,29,77,91,0,12,77,91,2223,525,1141,517,7,11,404,226,0,12,0,12,464,256,207,143,188,140,19,22
14000US08101000902,"Census Tract 9.02, Pueblo, CO",6032,776,3355,657,3179,612,47,102,47,53,45,55,0,17,3,21,34,56,0,17,34,56,2677,636,1993,625,2,15,220,200,0,17,0,17,365,202,97,116,0,17,97,116
14000US08101000903,"Census Tract 9.03, Pueblo, CO",435,192,384,179,329,154,0,12,0,12,6,12,6,12,0,12,43,34,0,12,43,34,51,53,22,25,0,12,0,12,0,12,0,12,29,46,0,12,0,12,0,12
14000US08101000904,"Census Tract 9.04, Pueblo, CO",4174,601,1995,306,1695,245,181,196,40,44,26,37,0,12,0,12,53,61,0,12,53,61,2179,481,844,244,0,12,25,35,0,12,0,12,965,457,345,201,232,201,113,86
14000US08101000905,"Census Tract 9.05, Pueblo, CO",2051,328,977,222,881,224,60,51,13,19,0,12,0,12,0,12,23,25,9,17,14,19,1074,268,610,192,27,42,55,61,30,46,0,12,186,137,166,192,148,191,18,27
14000US08101001000,"Census Tract 10, Pueblo, CO",4799,761,1696,377,1218,297,123,119,185,176,0,12,0,12,124,201,46,53,0,12,46,53,3103,701,1715,643,0,12,100,92,24,37,0,12,1062,540,202,126,85,81,117,90
